"group","no","id","o1","o1_hat","o2","o2_hat","theta1","theta2","psi1","psi2","int1","int2","lin1","lin2","sec1"
1,22,"mgamma_neg",4,2.4157166499611,3,1.9179343613486,1.25113694756049,1.34972948475013,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
2,22,"mgamma_neg",10,4.32303882535795,8,4.93082803190679,1.65878934596132,1.48297958898138,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
3,22,"mgamma_neg",7,13.0548045576205,1,1.18979529575538,0.652498033814397,1.05933064977239,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
4,22,"mgamma_neg",3,3.77998068361682,0,0.727256686791857,0.923532306833469,0.813240640882009,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
5,22,"mgamma_neg",17,21.5275212849257,13,16.4092447998813,0.835566151275771,0.824426791503487,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
6,22,"mgamma_neg",17,15.0828018042432,1,5.51256835617907,1.11096798643736,0.409725273131626,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
7,22,"mgamma_neg",0,0.403963691890325,0,6.55265039022868e-15,0.770631973260024,1.45576393057431,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
8,22,"mgamma_neg",4,9.3085438489129,2,2.68458776222754,0.602734238674457,0.937026878072165,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
9,22,"mgamma_neg",5,21.1900154339735,3,0.608628332250969,0.25630959447736,3.13641499995155,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
10,22,"mgamma_neg",5,96.003118373574,5,0.464012587270322,0.0597149965238712,5.12409826825104,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
11,22,"mgamma_neg",104,83.2462686657782,25,33.2671223096036,1.23914004547605,0.769655857859289,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
12,22,"mgamma_neg",6,6.61720428137277,1,1.26768779114668,0.961208077917697,0.988589687607292,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
13,22,"mgamma_neg",2,2.9033199189791,1,0.207137340848377,0.83335024909164,1.7024152595396,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
14,22,"mgamma_neg",2,1.68897268586506,2,0.958984199121156,1.04773156414367,1.50075217959038,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
15,22,"mgamma_neg",2,0.956062785087882,1,2.21724860710107,1.22432685048048,0.749488314306943,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
16,22,"mgamma_neg",1,9.32750795041598,1,0.0747504384062373,0.176001901648811,2.98419890204284,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
17,22,"mgamma_neg",0,0.943008219153628,0,6.55265039022868e-15,0.637699042808339,1.5682100243519,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
18,22,"mgamma_neg",0,0.523863750115357,0,6.55265039022868e-15,0.739025666808652,1.48020441773177,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
19,22,"mgamma_neg",2,0.915644362758779,0,0.690929856738212,1.23099662294629,0.81051485640752,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
20,22,"mgamma_neg",0,3.18915998296832,0,6.55265039022868e-15,0.29489071599146,1.99415331088685,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
21,22,"mgamma_neg",320,245.573447617313,94,94.2495502201124,1.29848392438988,0.999339936707453,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
22,22,"mgamma_neg",171,125.93993845009,31,71.4743040949022,1.34708963566068,0.450266232664376,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
23,22,"mgamma_neg",0,0.750125402991672,0,6.55265039022868e-15,0.682601479244572,1.52734141357394,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
24,22,"mgamma_neg",7,3.57351663141808,0,1.50029776837913,1.44748409399348,0.603954323557278,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
25,22,"mgamma_neg",16,58.0984195992592,13,9.15624525135304,0.295267498137428,1.4638340440827,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
26,22,"mgamma_neg",0,0.932967997234912,0,6.55265039022868e-15,0.639965723228119,1.5660733432856,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
27,22,"mgamma_neg",5,8.78012508216595,4,2.37751404298503,0.699380225478135,1.49753316578435,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
28,22,"mgamma_neg",161,170.098387176355,110,93.5773856130551,0.949319329944178,1.17426905384679,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
29,22,"mgamma_neg",3,0.941879564100144,1,0.277903499823619,1.39883009413445,1.46112215857258,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
30,22,"mgamma_neg",0,1.91298105256947,0,6.55265039022868e-15,0.45264953814094,1.77110151260016,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
31,22,"mgamma_neg",1,1.22639442993508,0,0.157973163216832,0.943644555707589,1.12333009430912,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
32,22,"mgamma_neg",1,0.691894085474924,0,0.165892841082699,1.0587789434049,1.08593952670285,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
33,22,"mgamma_neg",40,37.4568925549892,12,16.9537016150319,1.06670282666499,0.746178533453957,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
34,22,"mgamma_neg",0,2.94664909730521,0,6.55265039022868e-15,0.318756646574566,1.95707822998038,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
35,22,"mgamma_neg",0,0.707916603012617,0,6.55265039022868e-15,0.692815094690172,1.51846697710839,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
36,22,"mgamma_neg",37,22.436746612642,15,10.5401728816636,1.54674175758782,1.37602970079524,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
37,22,"mgamma_neg",8,14.1739837053841,8,2.1771029405523,0.614791643242002,2.76541028529076,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
38,22,"mgamma_neg",15,14.881116334251,10,12.4574987508179,1.01888150599402,0.841579851818165,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
39,22,"mgamma_neg",39,33.9951884151607,32,40.0094157840436,1.13634398155605,0.813010670874712,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
40,22,"mgamma_neg",141,148.429980038668,35,42.6173426548932,0.953171578987732,0.832915136298452,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
41,22,"mgamma_neg",5,9.05059038111045,4,2.99436056680744,0.691514089254973,1.29251578790421,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
42,22,"mgamma_neg",3,3.2698082830635,0,0.30261738717062,0.98068929449055,0.985361453427665,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
43,22,"mgamma_neg",193,153.031464212849,38,75.407304575389,1.2551861889486,0.517987030569339,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
44,22,"mgamma_neg",0,0.409707525095575,0,6.55265039022868e-15,0.769090193695432,1.45692441147964,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
45,22,"mgamma_neg",3,2.13140349220833,1,0.563629044643138,1.14798837004519,1.29421630783989,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
46,22,"mgamma_neg",2,4.12191351162401,2,0.175468390386276,0.606288329346751,2.73135381630009,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
47,22,"mgamma_neg",3,2.82979592387625,0,0.621882616864292,1.04662646456397,0.83996063262505,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
48,22,"mgamma_neg",21,127.826806476248,20,9.95616626172036,0.167595039389128,2.03315256298931,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
49,22,"mgamma_neg",8,6.46708963459258,2,4.5664842231037,1.16106983542087,0.627769340713195,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
50,22,"mgamma_neg",3,4.01031039987074,3,3.06834768956221,0.891887762656917,1.04218465399759,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
51,22,"mgamma_neg",6,4.61407510318829,0,1.21440142572643,1.17646866781564,0.663581871979335,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
52,22,"mgamma_neg",0,0.895944015852278,0,6.55265039022868e-15,0.648390682710443,1.55820095621855,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
53,22,"mgamma_neg",1,1.43136647297559,0,0.119234909728814,0.901012858942516,1.16838657611713,NA,NA,-3.82464083242812,0.00641832768094736,-0.0456537811681721,-0.0506270158874349,0.000914735044117614
